Year,Province,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20
2020,P01,0.8021762684619339,0.9123518879343486,0.7796135473592104,0.710816662597272,0.6788567660455311,0.6020443113836832,0.573553557870235,0.853845483942553,0.7118008524023105,0.7233725000126986,0.5592003148576263,0.8398222678682606,0.8188616431509481,0.637508640424071,0.6162624153166297,0.6750229238515054,0.6608470576709634,0.7783175037038209,0.7222795709419929,0.605228778233585
2020,P02,0.5877566970286527,0.6045126323123953,0.5881880161103654,0.6178927242586144,0.7266281340563273,0.8086486317543626,0.6928653021060684,0.7239304580109526,0.695234384042617,0.5420735048415086,0.6977532766653889,0.625782473735122,0.6065647092506103,0.8385367107511652,0.8205721166548281,0.8736369987747221,0.6546046393459009,0.6032968025941541,0.781242438035777,0.7778228445586938
2020,P03,0.7349830867874134,0.7527179271950383,0.5591858960523258,0.8793367026914992,0.7755116605488864,0.696214059384546,0.5943332704438236,0.6510592780052558,0.6575424122288124,0.6289395867646498,0.7858643271482362,0.7801931108287671,0.8525743816561261,0.7890188928858325,0.745771925870355,0.7667124762568692,0.7550427219221107,0.7128351336733311,0.6160985274330539,0.7062479358465789
2020,P04,0.8041296349418705,0.6940198987366716,0.7408373856753881,0.7522745431079466,0.6758496273804122,0.7383118444367914,0.6071881857071705,0.7594426288591053,0.5531214297240895,0.6910813359023775,0.8027422783868328,0.5928694450884331,0.5914382255582884,0.7500787956781179,0.7609853803278618,0.7885581250013858,0.8446366263349913,0.6874279286332908,0.7121693810992753,0.630307153788396
2020,P05,0.8972154673793569,0.7994776882465072,0.7639007794254444,0.5878638336811539,0.7449499839295157,0.6273120637139614,0.7327376446817401,0.6448692559584952,0.8016527299612902,0.755696759279756,0.5609678130360116,0.8109714207740933,0.8000097092678216,0.7913478976293185,0.7977661797654196,0.7051321131275986,0.7441017139800626,0.7037361015575542,0.6786410010650362,0.6181705772325307
2020,P06,0.6216833787922501,0.913067059510287,0.6320992288345993,0.8754206607917596,0.8285719632620945,0.6737473308531935,0.6539031966246978,0.8003883349375912,0.6338698809459185,0.5626477996661888,0.5933894470214091,0.6096511084861053,0.7719112158832815,0.749068233839679,0.6923832063745503,0.7124377715970176,0.8637268668509336,0.6706956519875595,0.8202613316003436,0.7384129062587713
2020,P07,0.74056479229748,0.7714199508732646,0.6307858307227607,0.626409680709038,0.6910121555471365,0.6423652995821332,0.7378011690339394,0.7400938218554035,0.539707320871337,0.701778490298214,0.6506381885221695,0.6845151100703254,0.5497243714715774,0.6746079477973085,0.8114588505907796,0.7257371988669167,0.7971049630903154,0.7651521947797293,0.7367579343203656,0.8245221022172673
2020,P08,0.7726424268498341,0.6543814220889111,0.8800897725796961,0.84003452914303,0.6821802442397632,0.5898113068094161,0.7499217613685958,0.7779301314789185,0.6222707231403626,0.5685952338097683,0.8375804253580874,0.5534919433608195,0.5619035177531786,0.6924051711161878,0.8345743653677474,0.5776660871251462,0.7455188168091125,0.843646906468269,0.7112378985497415,0.82108640124054
2020,P09,0.6994318585492864,0.7932562800521237,0.788417537893881,0.6385803630336465,0.586529130614318,0.6527097035061213,0.7129032722767735,0.5405750378473494,0.5806148418995167,0.6148034442898226,0.7447100268159569,0.5937543784515907,0.7356494215505793,0.6821869036549132,0.6922904579954599,0.6721064759999147,0.7886754967965757,0.6954541592413631,0.8404565841790983,0.6915465200323553
2020,P10,0.5791905847322917,0.6742102881202494,0.8886241002190899,0.7609224545432803,0.7734673286694843,0.6708712325785118,0.8125978392373188,0.7335402774242513,0.6601114957444054,0.4452486207179301,0.55610581389192,0.8243277801590239,0.741729436568323,0.7814949714928295,0.6710192246571902,0.7023755934856624,0.8427396640721673,0.8813680296263998,0.8460795208060876,0.9051429571103985
2020,P11,0.6290746733208207,0.5250595714296541,0.6549072892605218,0.9238448144374757,0.8951476232655119,0.5141077897688069,0.6190776306982267,0.6144393276693795,0.5822849686277549,0.6085369512303624,0.7529583089763997,0.8149470966068146,0.7706009783725597,0.6153523668402966,0.7409942238343813,0.6540070062312565,0.6798096308942548,0.8188268808358751,0.7378499102433045,0.7962187765696348
2020,P12,0.7096001945456952,0.8518267544137206,0.633646350870802,0.7169431154988678,0.7194269253757704,0.6320116311427889,0.8060004238823733,0.6178177497112964,0.8333830218689102,0.6933177685873784,0.7833415287204616,0.6859316561030332,0.7115115222770619,0.6821857617937729,0.6774172235951191,0.7875182119317115,0.6500882510177362,0.6148416858446201,0.6783894258935154,0.6634100477299615
2020,P13,0.8442528054691185,0.7298998846019656,0.9156094610843465,0.8330153799642371,0.5472167361321254,0.7763772055264935,0.6031576707498998,0.7682432692431608,0.7763549037830326,0.7202711695957548,0.6511795993817213,0.6752130310938923,0.7630224570549996,0.6201359682972079,0.665498320509903,0.7303383970302219,0.7882881380855484,0.833123566753334,0.7967891555531219,0.5512332173372052
2020,P14,0.7897485888578775,0.8665208237558794,0.6778913330434957,0.7067854200807632,0.7762535225233836,0.8306410979778076,0.7081968661286407,0.6586484707968274,0.703739170768727,0.6204366442238368,0.7963154217305985,0.7789565483734444,0.7429581275469024,0.8061707580528016,0.7503346541856,0.685224010921605,0.8012452578748112,0.7812956730904318,0.822593342172174,0.7831137560133932
2020,P15,0.7894777992740063,0.7834766303780568,0.7594612973938657,0.6033496933232364,0.8062578552825339,0.5151896051104533,0.7017233895703908,0.6766260459377793,0.739721484071468,0.699959836964797,0.5798161852365268,0.5755777257617206,0.8204053554785946,0.6349501069277501,0.5801462596903144,0.7270008351659306,0.7323995822362864,0.725299194541119,0.7302738614369138,0.6288805459228545
2020,P16,0.36450963648842805,0.8493399253761882,0.5766875695852642,0.7629315711577475,0.6862615488684437,0.8114688808415289,0.813386698502882,0.6158006142099371,0.7786444542018532,0.6302278799191073,0.7065431300183725,0.6153951859724706,0.5932242475135829,0.8209711759032374,0.7728277095126674,0.7525139471534558,0.7758279422328875,0.5813763395586108,0.5052621263708237,0.6461678193890824
2020,P17,0.3978542981614998,0.6444061736030513,0.5134528289218717,0.5367689675254743,0.6244450803375599,0.6158917748446636,0.5960690587592979,0.5090157618709611,0.43740622127222073,0.41613668453916314,0.5025721419198724,0.6578031418007358,0.33418636979408295,0.35441244409798384,0.4106112465949093,0.4729118919419728,0.6835423111894466,0.5797353974078587,0.5521791312026815,0.4905544159151148
2020,P18,0.565318715569702,0.5450534192463565,0.36277909802956443,0.5768853081040997,0.44380131205559914,0.4703534466514165,0.6381716257076442,0.3872946152503135,0.3989302422061513,0.5020314299344136,0.487047397912205,0.5182273950370754,0.5935807135082097,0.3662452909244006,0.39718402738606867,0.5614452337299659,0.4811111333181102,0.5685747532213518,0.6972945457105986,0.6756501531693857
2020,P19,0.3764255642899162,0.5245959377085292,0.643343513663625,0.5537770149936694,0.6211154212427552,0.39057857546107977,0.5360585944887334,0.6980555504808372,0.36248929501363464,0.3116903615676526,0.4483436403946648,0.3654229742978284,0.4054215897593079,0.5299220296356894,0.4215701353098094,0.5095965964076572,0.5750077757710185,0.40415164018373295,0.530706995787425,0.4511307475453268
2020,P20,0.4101174637325364,0.5568176023614065,0.6878553152988702,0.6712016593115047,0.6232224696461895,0.6066901398668744,0.506375682736003,0.45513392707057093,0.6055220086122629,0.5532761571446387,0.6207140356561357,0.49068757569875804,0.5250334865608658,0.5513156337070093,0.5051548727860714,0.6007919455456003,0.5778734996940985,0.5291970113679406,0.5677313936079511,0.6311944939139831
2020,P21,0.5110232975237717,0.6765138979528846,0.519497770937314,0.5680862084050824,0.47205412296166893,0.5055297834840085,0.5158460057393299,0.3465285506190618,0.568816023008965,0.4291675760824199,0.43458440361885203,0.6186048615133911,0.5602735599182269,0.6155006611166884,0.5393767809464459,0.514593648592808,0.4833070610737835,0.4556172607356111,0.6182516989298361,0.6690433368415877
2020,P22,0.5980508565756054,0.6760855120733038,0.4304629322054351,0.5554817735753732,0.3996958962162014,0.5189183435658254,0.4799411877115422,0.6786827438533355,0.4197136208978103,0.4310442121630862,0.3930398715601287,0.5380019384688813,0.5063212394521629,0.39038906018056874,0.36108913121659936,0.5084441353995376,0.42493789889437666,0.6310429616167793,0.5266821081105431,0.3455041390150691
2020,P23,0.42027403250723944,0.485520156636949,0.5466619485166503,0.5100752469623973,0.7136446045804149,0.6112394402414039,0.5934506685684001,0.5830698947919031,0.48462457532955744,0.3993443694827291,0.5392167204288394,0.46383967662647224,0.5111586967146946,0.6863939814554908,0.4152920202509767,0.5131456709843131,0.444150968999298,0.5305341509750112,0.455432233624204,0.4611941286347109
2020,P24,0.19858558561878073,0.7303965099490958,0.5653083657077113,0.6070475056556093,0.5638101530209464,0.516878873130435,0.4220125865201958,0.529614107054583,0.3927122875165411,0.48848132568425934,0.4001608829765554,0.5781728559531164,0.42143469011063855,0.5784352259767241,0.4968255029959975,0.6612342062510695,0.4696581085762085,0.4999983241959491,0.6729950240305761,0.4675986983314724
2020,P25,0.587058275868357,0.5222472544902808,0.45209810866843786,0.6865344290421793,0.5268652313400137,0.7265469671058438,0.28355033267910934,0.39256714077181537,0.6160021824345134,0.6454498509264998,0.5064165783974635,0.5122851869166218,0.48205087241502476,0.47584593668897146,0.4172407085283795,0.3845373236967077,0.5495622746585052,0.4831363830643472,0.6972643440985169,0.7241886142661743
2020,P26,0.6095233991820621,0.5820819885014353,0.5445663841097811,0.6217449101384864,0.6141209892529462,0.4639616764291412,0.6136656657609519,0.5373775221178337,0.5740141484091504,0.5282227383426268,0.5487746652776385,0.5005000845232404,0.5105158979885512,0.5996177422479215,0.43944756199088836,0.4684985365296854,0.5053995843076551,0.5945466337227656,0.6367686913701653,0.41982602899448157
2020,P27,0.6970074915575247,0.5145050548053433,0.6777342395876891,0.6956153020015579,0.7026057445785372,0.4968670381463553,0.5515848423926701,0.46031410067515216,0.4014864939125803,0.6314488327005999,0.5758304567209491,0.6497999282662411,0.6448750228540987,0.557617426927918,0.5970407696276875,0.6580566239308828,0.6542597125897831,0.4449344757705749,0.5471238912938062,0.46893775338190574
2020,P28,0.7718825313023963,0.5781841759839436,0.3671453833556449,0.67272954118147,0.4489105311290376,0.48667706102684155,0.4294563447788973,0.4570870951999177,0.525406354326741,0.5421612214948128,0.5714794675163368,0.5591405481394516,0.48600419001802536,0.5208873734813603,0.5443137102836954,0.555061653239727,0.39247251372784314,0.32079890575377706,0.5602841301993015,0.5018667017728161
2020,P29,0.641227021159647,0.3929126287548287,0.44460440119988226,0.4141191716078979,0.49775840801323834,0.5080198171850162,0.4657560293784766,0.5246101544572405,0.5762549508990724,0.47511290830216263,0.5637887435447801,0.5736294144016636,0.4843350811585533,0.5581654020741325,0.5633209530454789,0.6213714460499422,0.46475241471709944,0.6414099136809305,0.5636705856190931,0.49466048566587645
2020,P30,0.5089730944108919,0.7750437433872684,0.5973926079542554,0.4436975174032454,0.6187907261324185,0.5199789236926332,0.36784270832910837,0.49835274849914735,0.44149648065919617,0.2995653944098165,0.44892479540736646,0.5228680221485744,0.4324758139546134,0.4371707641163997,0.5506452377381564,0.5479106067555304,0.5993030667899978,0.41668275528769244,0.48969808569661893,0.41353520311761055
2020,P31,0.5175922490309721,0.37073880734690556,0.4758246093845985,0.4559885238208959,0.41152711046345863,0.5114073289445309,0.4413895172718998,0.5087871042891999,0.531357862183082,0.539149162318357,0.36510161663634455,0.5505919307813649,0.5191891586805288,0.3797157921645883,0.5500575824338385,0.6253077716551801,0.38560499312157936,0.46131968218410324,0.6370651208941268,0.5975597616827087
